"locatie";"XCOORD";"YCOORD";"EAGIDENT";"trend_beschr";"pvalue";"slope"
"35";"GGP052";128364;479933;"2220-EAG-1";"Ntot neemt af in de tijd op meetlocatie GGP052.";2.48672938033842e-07;-0.356741910299756
"36";"GGP054";128364;479933;"2220-EAG-1";"Ntot neemt af in de tijd op meetlocatie GGP054.";5.64289098682467e-08;-0.372476247571657
"37";"GGP056";128364;479933;"2220-EAG-1";"Ntot neemt af in de tijd op meetlocatie GGP056.";3.12457415768337e-09;-0.411231558614229
"38";"GGP057";128364;479933;"2220-EAG-1";"Ntot neemt licht af in de tijd op meetlocatie GGP057.";0.00404176134248222;-0.184041869646317
"39";"GHO001";131307.7456;463007.445;"3301-EAG-1";"Ntot neemt licht af in de tijd op meetlocatie GHO001.";0.0175877275704889;-0.234939837412762
"40";"GSW002";128859;480426;"2310-EAG-5";"Ntot blijft gelijk in de tijd op meetlocatie GSW002.";0.0110120968037932;-0.129062827950323
"41";"GSZ015";130474;480114;"3050-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie GSZ015.";0.784237804779281;0.0182136901080291
"42";"GWV001";126655;470083;"2501-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie GWV001.";0.785037288580203;0.014066190783185
"43";"GWV010";126697;470310;"2500-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie GWV010.";0.764057252332756;0.0247797500205656
"44";"GWV024";125237;473477;"2500-EAG-5";"Ntot blijft gelijk in de tijd op meetlocatie GWV024.";0.139141305847914;-0.103284019828131
"45";"GWV025";125237;473477;"2500-EAG-5";"Ntot neemt licht af in de tijd op meetlocatie GWV025.";0.00261638077829978;-0.209344190367615
"46";"GWV028";125237;473477;"2500-EAG-5";"Ntot neemt licht af in de tijd op meetlocatie GWV028.";0.00802298306149392;-0.184125247767211
"47";"GWV030";125237;473477;"2500-EAG-5";"Ntot neemt af in de tijd op meetlocatie GWV030.";0.000214884120799256;-0.258386585678919
"48";"GWV032";125237;473477;"2500-EAG-5";"Ntot neemt licht af in de tijd op meetlocatie GWV032.";0.00553556883730467;-0.184075865928431
"49";"GWV079";125290;470063;"2500-EAG-3";"Ntot neemt af in de tijd op meetlocatie GWV079.";2.84535041086999e-07;-0.267266331934793
"50";"GWV081";126016;471109;"2500-EAG-4";"Ntot neemt licht af in de tijd op meetlocatie GWV081.";9.19600667533314e-06;-0.233471682626435
"51";"GWV092";125237;473477;"2500-EAG-5";"Ntot blijft gelijk in de tijd op meetlocatie GWV092.";0.036757792062012;-0.111489864546713
"52";"GZK001";149302;476692;"7010-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie GZK001.";0.00537284086388564;-0.142820724913147
"53";"HAP001";135513;476633;"4210-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie HAP001.";0.0169748749510935;-0.123295382118454
"54";"HAP010";134608;476084;"4210-EAG-3";"Ntot blijft gelijk in de tijd op meetlocatie HAP010.";0.917875914123911;0.00541901769889781
"55";"HAP043";134723;476622;"4210-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie HAP043.";0.0539573537765062;0.117828593004376
"56";"HAP048";135526;476185;"4210-EAG-5";"Ntot neemt toe in de tijd op meetlocatie HAP048.";2.54489243592871e-15;0.417003570469699
"57";"HBP001";123644;477217;"2240-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie HBP001.";0.0489932424190912;-0.100076542610625
"58";"HBP050";123867;478177;"2250-EAG-1";"Ntot neemt licht af in de tijd op meetlocatie HBP050.";4.0217243201046e-06;-0.244312680296883
"59";"HBP105";123867;478177;"2250-EAG-1";"Ntot neemt af in de tijd op meetlocatie HBP105.";1.92061432693873e-05;-0.360776976712494
"60";"HBP110";123867;478177;"2250-EAG-1";"Ntot neemt af in de tijd op meetlocatie HBP110.";4.12695370979576e-05;-0.342359993704372
"61";"HBP120";123867;478177;"2250-EAG-1";"Ntot neemt af in de tijd op meetlocatie HBP120.";1.43960960256705e-07;-0.437529543216663
"62";"HBP130";123867;478177;"2250-EAG-1";"Ntot neemt af in de tijd op meetlocatie HBP130.";1.50742974603821e-08;-0.472810617578308
"63";"HBP135";123867;478177;"2250-EAG-1";"Ntot neemt af in de tijd op meetlocatie HBP135.";3.70866181850915e-10;-0.480205510893115
"64";"HGP006";129685;474543;"6480-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie HGP006.";0.198986635224349;-0.076357787230441
"65";"HHB010";129131;471331;"3070-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie HHB010.";0.889899701038932;-0.00801583924296004
"66";"HHB014";129514;468708;"3070-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie HHB014.";0.862449839571961;0.0088704583805158
"67";"HKP001";130715;476018;"3210-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie HKP001.";0.127335084130115;-0.0780593959277174
"68";"HMP001";132303;473420;"3220-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie HMP001.";0.898835424762451;-0.00664422280647784
"69";"HRB001";134691.9531;477916.7667;"4200-EAG-2";"Ntot neemt licht af in de tijd op meetlocatie HRB001.";4.67308662846571e-05;-0.207383182702957
"70";"HSV001";127951;469731;"2340-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie HSV001.";0.121435921010343;-0.0771494382458746
"71";"HSV008";128193;468302;"2380-EAG-1";"Ntot neemt af in de tijd op meetlocatie HSV008.";0.0112693051259402;-0.251146832773997
"72";"IJB001";128566;484893;"7050-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie IJB001.";0.0370841054480445;0.109426720973266
"73";"IJM005";127676;485572;"";"Ntot neemt licht toe in de tijd op meetlocatie IJM005.";0.00137373719765458;0.203517966577508
"74";"KOP001";137955;479724;"4140-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie KOP001.";0.539055593928935;-0.0315868564167359
"75";"LMP003";112367;485425;"8050-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie LMP003.";0.801532340334701;0.0140982844852893
"76";"LOO003";137564;467553;"3300-EAG-17";"Ntot blijft gelijk in de tijd op meetlocatie LOO003.";0.654872224555099;0.0254096867251819
"77";"LVE011";131084;469494;"3320-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie LVE011.";0.135192897981804;0.10742269399485
"78";"LVE190";131364;469967;"3320-EAG-2";"Ntot neemt licht toe in de tijd op meetlocatie LVE190.";0.00197789485600353;0.209305451523938
"79";"LVO003";132028;470021;"3310-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie LVO003.";0.533988311920283;-0.0437418904824715
"80";"LVO005";132210;468173;"3320-EAG-4";"Ntot blijft gelijk in de tijd op meetlocatie LVO005.";0.743809311904589;-0.0223888973006559
"81";"MAP004";113740;484459;"8060-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie MAP004.";0.513219876847886;-0.0360823012742821
"82";"MBP005";133001;466536;"3300-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie MBP005.";0.0417073620801259;0.109396686010015
"83";"MBP006";134430;464823;"3300-EAG-6";"Ntot blijft gelijk in de tijd op meetlocatie MBP006.";0.019538651630862;-0.123284896629969
"84";"MBP012";134244;465900;"3300-EAG-5";"Ntot blijft gelijk in de tijd op meetlocatie MBP012.";0.753301908724256;-0.0167882431064929
"85";"MBP014";131993;467179;"3300-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie MBP014.";0.759200542209707;0.016481410136262
"86";"MBP016";133681;469332;"3300-EAG-8";"Ntot neemt licht toe in de tijd op meetlocatie MBP016.";0.00164129326139643;0.167475355190443
"87";"MBP041";130860;465792;"3300-EAG-3";"Ntot blijft gelijk in de tijd op meetlocatie MBP041.";0.183806462746693;-0.0834061510119113
"88";"MBP042";131103;464590;"3300-EAG-4";"Ntot blijft gelijk in de tijd op meetlocatie MBP042.";0.993439962865431;0.00049343658489458
"89";"MBP060";130036;468248;"3300-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie MBP060.";0.0114851457209006;-0.146742066782581
"90";"MPA001";122030;480526;"2110-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie MPA001.";0.705698160013926;-0.0188236678534601
"91";"NAP010";136074;479898;"3100-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie NAP010.";0.0616667378431775;0.0995306799837073
"92";"NAP020";137305;477457;"3100-EAG-5";"Ntot blijft gelijk in de tijd op meetlocatie NAP020.";0.0123771644005459;0.130697763713534
"93";"NAP030";137117;478510;"3100-EAG-3";"Ntot blijft gelijk in de tijd op meetlocatie NAP030.";0.0247012712343905;0.119201256835152
"94";"NAP040";136415;478000;"3100-EAG-4";"Ntot blijft gelijk in de tijd op meetlocatie NAP040.";0.036483670667195;0.111376658826833
"95";"NAP083";137734;478214;"3100-EAG-3";"Ntot blijft gelijk in de tijd op meetlocatie NAP083.";0.891667227574228;-0.00972063824726567
"96";"NAP195";135586;479605;"3100-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie NAP195.";0.072766956296049;-0.130435789149803
"97";"NBM002";134823.5359;481713.1221;"4100-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie NBM002.";0.0799112641371311;-0.0909046228815437
"98";"NBW003";118974;465428;"2630-EAG-1";"Ntot neemt af in de tijd op meetlocatie NBW003.";2.38115114441381e-08;-0.283706125459778
"99";"NBW007";116495;466810;"2620-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie NBW007.";0.853108823794729;-0.00924802558623018
"100";"NIJ003";119349;493061;"6100-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie NIJ003.";0.0764071804432021;0.0659995352233394
"101";"NIJ004";119349;493061;"6100-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie NIJ004.";0.327681881540426;0.0655924564645129
"102";"NIJ013";119349;493061;"6100-EAG-1";"Ntot neemt licht toe in de tijd op meetlocatie NIJ013.";0.0226902144918321;0.153167136534946
"103";"NIJ014";119349;493061;"6100-EAG-1";"Ntot neemt licht toe in de tijd op meetlocatie NIJ014.";0.0181467235266335;0.158584570975487
"104";"NIJ015";119349;493061;"6100-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie NIJ015.";0.269294266986179;-0.0739143837945435
"105";"NKP002";132810.9675;481020.19;"3110-EAG-5";"Ntot blijft gelijk in de tijd op meetlocatie NKP002.";0.56660657752111;-0.0293557111771954
"106";"NKP037";134291;478741;"3110-EAG-5";"Ntot blijft gelijk in de tijd op meetlocatie NKP037.";0.184611492378583;0.0887359261106264
"107";"NLP001";118149;473060;"2130-EAG-1";"Ntot neemt af in de tijd op meetlocatie NLP001.";8.58764465446037e-24;-0.516623103172767
"108";"NRZ001";132019;482775;"3010-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie NRZ001.";0.975781791795555;0.00415822882536178
"109";"NWS001";116414;484451;"8090-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie NWS001.";0.0680988354804185;-0.100821301869266
"110";"NWS002";114782;484391;"8090-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie NWS002.";0.773637318136098;0.0173613694699817
"111";"OBL012";114562;488548;"8030-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie OBL012.";0.763691961733165;-0.0147979278918315
"112";"OBL021";114190.5448;487807.5604;"8030-EAG-5";"Ntot blijft gelijk in de tijd op meetlocatie OBL021.";0.815770490657621;-0.0115244025885494
"113";"OBP003";119411;488792;"8020-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie OBP003.";0.0662687839662544;-0.105314718593354
"114";"OBT001";136518;465784;"3302-EAG-2";"Ntot neemt licht toe in de tijd op meetlocatie OBT001.";0.00523215114792031;0.157667535644132
"115";"OBT006";135140;464797;"3302-EAG-1";"Ntot neemt licht toe in de tijd op meetlocatie OBT006.";0.00192974713863052;0.175875487056288
"116";"OBT007";134839;464641;"3304-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie OBT007.";0.205512884150073;-0.08916029187606
"117";"OBT009";137168;465754;"3302-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie OBT009.";0.741502896976939;0.0343172005130934
"118";"OBT010";135015;464847;"3302-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie OBT010.";0.258989720730925;-0.117596110568193
"119";"ODP001";127815;483686;"2300-EAG-1";"Ntot neemt licht af in de tijd op meetlocatie ODP001.";0.00209699949118648;-0.157215754595201
"120";"OSB007";112254;487236;"8040-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie OSB007.";0.0712718791398814;-0.0919482729876267
"121";"OTP002";123379;486035;"2040-EAG-1";"Ntot neemt licht af in de tijd op meetlocatie OTP002.";0.000341823075864532;-0.204016849022877
"122";"PAH008";134723.8894;459028.8569;"3370-EAG-1";"Ntot neemt af in de tijd op meetlocatie PAH008.";1.13950949131646e-10;-0.324429333727519
"123";"PBP009";129037.6573;466180.2062;"3350-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PBP009.";0.574582429793554;-0.0327478977635238
"124";"PBW001";126673;474638;"2570-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PBW001.";0.55698961918389;-0.031331548159744
"125";"PDB001";117727;466482;"2520-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PDB001.";0.543806816805362;0.0301933859204181
"126";"PDW001";131135;472413;"3240-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PDW001.";0.0968345604150721;0.0863220667458402
"127";"PEB001";118452;472359;"2530-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PEB001.";0.570835879167379;-0.0291692649854666
"128";"PGM001";122004;473930;"2540-EAG-1";"Ntot neemt licht af in de tijd op meetlocatie PGM001.";0.00159130998948163;-0.162748719459612
"129";"PGW001";116266;469875;"2500-EAG-6";"Ntot blijft gelijk in de tijd op meetlocatie PGW001.";0.318000094969011;-0.0819621555882927
"130";"PGW006";126016;471109;"2500-EAG-4";NA;NA;NA
"131";"PGW007";125290;470063;"2500-EAG-3";NA;NA;NA
"132";"PHM001";137022;476321;"4230-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PHM001.";0.130693579107947;-0.0772151353742412
"133";"PHM009";137927;475082;"4240-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PHM009.";0.0430001834889902;-0.106129244730359
"134";"PKH002";137022;470250;"3230-EAG-6";"Ntot blijft gelijk in de tijd op meetlocatie PKH002.";0.102752031966262;-0.0906862005399717
"135";"PKH010";134030;471872;"3230-EAG-3";"Ntot blijft gelijk in de tijd op meetlocatie PKH010.";0.411817888051853;0.0433270869989856
"136";"PKH011";134994;472226;"3230-EAG-3";"Ntot blijft gelijk in de tijd op meetlocatie PKH011.";0.0910004513861884;0.0893389195130695
"137";"PKH020";134075;470101;"3230-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PKH020.";0.674746907411298;0.0225228239403544
"138";"PKH035";131747.9484;472795.4275;"3230-EAG-6";"Ntot blijft gelijk in de tijd op meetlocatie PKH035.";0.675950744442569;0.0280645530212278
"139";"PKH044";135275;473011;"3230-EAG-3";"Ntot blijft gelijk in de tijd op meetlocatie PKH044.";0.321186872472812;0.0527528194948312
"140";"PKH050";132806;471074;"3230-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie PKH050.";0.119621298444991;0.0808069701082057
"141";"PKH055";132806;471074;"3230-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie PKH055.";0.506260077450182;0.0444630048139425
"142";"PKH070";132806;471074;"3230-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie PKH070.";0.834037079402417;0.0132930600261675
"143";"PKH353";132806;471074;"3230-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie PKH353.";0.902484121070902;0.00815832203834726
"144";"PKH354";132806;471074;"3230-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie PKH354.";0.992230280266025;-0.000652090302884194
"145";"PKH444";136268;470307;"3230-EAG-1";"Ntot neemt af in de tijd op meetlocatie PKH444.";0.00030052850733719;-0.323547605523675
"146";"PMD013";129566;467618;"3340-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PMD013.";0.144606889921275;-0.0748844264460415
"147";"PMW024";135019.1017;462563.3908;"3360-EAG-16";"Ntot neemt toe in de tijd op meetlocatie PMW024.";3.05401263237832e-13;0.379782117197828
"148";"PMW025";132631;460737;"3360-EAG-3";"Ntot blijft gelijk in de tijd op meetlocatie PMW025.";0.303343190114497;-0.0503697941727154
"149";"PMW040";133916;462778;"3360-EAG-14";"Ntot neemt toe in de tijd op meetlocatie PMW040.";1.00724197326955e-07;0.278993867031087
"150";"PMW041";133895;462569;"3360-EAG-10";"Ntot blijft gelijk in de tijd op meetlocatie PMW041.";0.016398066036286;-0.127905779049837
"151";"PMW050";132744;461565;"3360-EAG-9";"Ntot neemt af in de tijd op meetlocatie PMW050.";8.24562647261757e-11;-0.338329457734568
"152";"PMW051";134460;461537;"3360-EAG-11";"Ntot blijft gelijk in de tijd op meetlocatie PMW051.";0.0821742186262605;0.088871726741545
"153";"PMW052";136645;463832;"3360-EAG-17";"Ntot neemt licht toe in de tijd op meetlocatie PMW052.";1.03494857203856e-05;0.247697921056491
"154";"PMW057";136294;464589;"3360-EAG-19";"Ntot blijft gelijk in de tijd op meetlocatie PMW057.";0.706014305847364;0.02588165023967
"155";"PMW058";134460;461537;"3360-EAG-11";"Ntot blijft gelijk in de tijd op meetlocatie PMW058.";0.890827686889784;-0.0092325419085606
"156";"PMW060";134460;461537;"3360-EAG-11";"Ntot blijft gelijk in de tijd op meetlocatie PMW060.";0.227605926714674;-0.0827670626148724
"157";"PMW065";134460;461537;"3360-EAG-11";"Ntot blijft gelijk in de tijd op meetlocatie PMW065.";0.67335928662906;-0.0293038250871778
"158";"PMW066";134460;461537;"3360-EAG-11";"Ntot neemt licht af in de tijd op meetlocatie PMW066.";0.00272508465082977;-0.196955309601428
"159";"PMW073";133030;460718;"3360-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie PMW073.";0.122553745694501;-0.138624131875279
"160";"PMW074";131810;462648;"3360-EAG-4";"Ntot blijft gelijk in de tijd op meetlocatie PMW074.";0.760531650818266;-0.0284266311893109
"161";"PMW079";133085;460879;"3360-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PMW079.";0.27308956093625;-0.124891445919602
"162";"PMW080";135049;460793;"3360-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PMW080.";0.901518720589112;0.0140158812780785
"163";"PMW406";134384;462471;"3360-EAG-13";"Ntot blijft gelijk in de tijd op meetlocatie PMW406.";0.0577093782670653;0.136639212268974
"164";"PNR006";129531;462278;"6550-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PNR006.";0.03312199478245;-0.109794119601242
"165";"POG001";123720.4774;466682.779;"2505-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie POG001.";0.624161854886605;0.0384531246896415
"166";"PRH001";123488;476146;"2400-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PRH001.";0.464141564357816;-0.0374488112461221
"167";"PTB001";117163;469699;"2504-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PTB001.";0.0063213017368189;-0.139822273501274
"168";"PWH001";125298;476729;"2410-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PWH001.";0.420257067355959;-0.0413435594793823
"169";"PWV003";121774;467427;"2503-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PWV003.";0.0215746373324118;-0.11770889055181
"170";"PZH001";116599;466774;"2600-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie PZH001.";0.0235367509067143;0.114987709009394
"171";"RKP001";117178;482932;"8080-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie RKP001.";0.209269127863132;-0.070244060880659
"172";"RKP012";114525;483782;"8080-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie RKP012.";0.0972260600354364;-0.0909049131667979
"173";"SAP010";134175;475852;"3201-EAG-1";"Ntot neemt licht toe in de tijd op meetlocatie SAP010.";0.000303571843890861;0.196075898137912
"174";"SAP011";133947;475008;"3201-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie SAP011.";0.034322851367226;0.113178366541843
"175";"SBI001";114575;484123;"8070-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie SBI001.";0.223473995569075;-0.059490637424599
"176";"SBI010";116234;486509;"8070-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie SBI010.";0.2692460634809;-0.0542930695976759
"177";"SBI027";116848.985;488061.6283;"8070-EAG-2";"Ntot blijft gelijk in de tijd op meetlocatie SBI027.";0.267515204092785;0.0607481678945163
"178";"SBI031";117760.0583;485046.5983;"8070-EAG-2";"Ntot neemt licht af in de tijd op meetlocatie SBI031.";7.44594990093776e-05;-0.228390672811085
"179";"SBI054";116234;486509;"8070-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie SBI054.";0.195637007280399;-0.0869432420014264
"180";"SBI056";116234;486509;"8070-EAG-1";"Ntot neemt licht af in de tijd op meetlocatie SBI056.";0.00719250502762487;-0.18152457536466
"181";"SBI059";116234;486509;"8070-EAG-1";"Ntot neemt licht af in de tijd op meetlocatie SBI059.";0.00102774932719653;-0.225646759379754
"182";"SBI060";116234;486509;"8070-EAG-1";"Ntot neemt licht af in de tijd op meetlocatie SBI060.";0.00102585364148113;-0.22329070603839
"183";"SBI061";116234;486509;"8070-EAG-1";"Ntot neemt licht af in de tijd op meetlocatie SBI061.";0.0107244424924747;-0.167246568247949
"184";"SBP001";132882;476824;"3200-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie SBP001.";0.433997948329969;0.0472824772669596
"185";"SBP013";132326.92;475182.555;"3260-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie SBP013.";0.280696225343662;0.063083535724387
"186";"SBP050";132688;476023;"3200-EAG-1";"Ntot neemt licht toe in de tijd op meetlocatie SBP050.";0.000121629571091591;0.20083334977751
"187";"SBP055";132688;476023;"3200-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie SBP055.";0.237924144625273;0.0793866313625806
"188";"SBP057";132688;476023;"3200-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie SBP057.";0.238937188868067;0.0792435055676439
"189";"SBP059";132688;476023;"3200-EAG-1";"Ntot neemt licht toe in de tijd op meetlocatie SBP059.";0.00804739098203584;0.17929636412369
"190";"SBP060";132688;476023;"3200-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie SBP060.";0.0965130108819861;0.113812061112991
"191";"SBP062";132688;476023;"3200-EAG-1";"Ntot blijft gelijk in de tijd op meetlocatie SBP062.";0.16356540526446;0.0909006578201486
